bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1978668,2172,AB1133,1,Introduced,2025-02-20,"Navigation rules.","An act to amend Section 240 of the Harbors and Navigation Code, relating to harbors and navigation.",0,,2025-02-21,"From printer. May be heard in committee March 23.",https://legiscan.com/CA/bill/AB1133/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1133
1978669,2172,AB1134,4,Passed,2025-10-11,"Coerced marriage.","An act to amend, repeal, and add Section 2211 of the Family Code, and to amend Section 265 of the Penal Code, relating to marriage.",0,,2025-10-11,"Chaptered by Secretary of State - Chapter 633, Statutes of 2025.",https://legiscan.com/CA/bill/AB1134/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1134
1978670,2172,AB1135,1,Introduced,2025-02-20,"Pupil safety: teen dating violence.","An act to add Section 234.55 to the Education Code, relating to pupil safety.",455,"Assembly Education",2025-03-18,"Re-referred to Com. on ED.",https://legiscan.com/CA/bill/AB1135/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1135
1978671,2172,AB1136,5,Vetoed,2025-10-13,"Employment: immigration and work authorization.","An act to add and repeal Chapter 3.3 (commencing with Section 1019.6) of Part 3 of Division 2 of the Labor Code, relating to employment.",0,,2025-10-13,"Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/AB1136/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1136
1978672,2172,AB1137,1,Introduced,2025-02-20,"Reporting mechanism: child sexual abuse material.","An act to amend Sections 3273.65, 3273.66, 3273.67, and 3345.1 of the Civil Code, relating to social media platforms.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1137/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1137
1978673,2172,AB1138,4,Passed,2025-07-03,"Income and corporate taxes: tax credits: motion pictures.","An act to amend Sections 17053.98, 17053.98.1, 23698, and 23698.1 of, and to add Section 23696 to, the Revenue and Taxation Code, relating to taxation, making an appropriation therefor, and declaring the urgency thereof, to take effect immediately.",0,,2025-07-03,"Chaptered by Secretary of State - Chapter 27, Statutes of 2025.",https://legiscan.com/CA/bill/AB1138/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1138
1978674,2172,AB1139,4,Passed,2025-10-06,"California Environmental Quality Act: exemption: public access: nonmotorized recreation.","An act to amend Section 21080.28.5 of the Public Resources Code, relating to environmental quality.",0,,2025-10-06,"Chaptered by Secretary of State - Chapter 391, Statutes of 2025.",https://legiscan.com/CA/bill/AB1139/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1139
1978675,2172,AB1140,2,Engrossed,2025-06-02,"Single-Occupancy Cell Pilot Program.","An act to add Section 2069 to the Penal Code, relating to prisons.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1140/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1140
1978676,2172,AB1141,4,Passed,2025-07-28,"Alameda-Contra Costa Transit District: board of directors: election: compensation.","An act to amend Sections 24801, 24826, 24827, 24830, 24862, and 24908 of, to repeal Section 24861 of, and to repeal and add Section 24863 of, the Public Utilities Code, relating to transportation.",0,,2025-07-28,"Chaptered by Secretary of State - Chapter 66, Statutes of 2025.",https://legiscan.com/CA/bill/AB1141/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1141
1978677,2172,AB1142,4,Passed,2025-10-07,"Horses: horse shows, competitions, and sales.","An act to amend Section 24001 of the Food and Agricultural Code, relating to horses.",0,,2025-10-07,"Chaptered by Secretary of State - Chapter 447, Statutes of 2025.",https://legiscan.com/CA/bill/AB1142/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1142
1978678,2172,AB1143,5,Vetoed,2025-10-13,"State Fire Marshal: home hardening certification program.","An act to amend Section 13159.5 of the Health and Safety Code, and to amend Section 4209.4 of the Public Resources Code, relating to fire safety.",0,,2025-10-13,"Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/AB1143/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1143
1978679,2172,AB1144,1,Introduced,2025-02-20,"Prisons: elderly employment.","An act to amend Sections 2700 and 4017 of the Penal Code, relating to prisons.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1144/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1144
1978680,2172,AB1145,2,Engrossed,2025-06-03,"State highways: safety: State Highway Route 74: report.","An act to add and repeal Section 98 of the Streets and Highways Code, relating to state highways.",3948,"Senate Transportation",2025-07-01,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1145/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1145
1978681,2172,AB1146,2,Engrossed,2025-06-05,"Water infrastructure: dams and reservoirs: water release: false pretenses.","An act to add Sections 6033 and 6034 to the Water Code, relating to dams and reservoirs.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1146/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1146
1978682,2172,AB1147,1,Introduced,2025-02-20,"School districts: reorganization: State Department of Education approval process.","An act to add Chapter 5 (commencing with Section 35790) to Part 21 of Division 3 of Title 2 of the Education Code, relating to school districts.",455,"Assembly Education",2025-04-02,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1147/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1147
1978683,2172,AB1148,2,Engrossed,2025-06-02,"Food packaging: hazardous chemicals.","An act to add Article 3 (commencing with Section 109015) to Chapter 15 of Part 3 of Division 104 of the Health and Safety Code, relating to product safety.",478,"Senate Environmental Quality",2025-06-27,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1148/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1148
1978684,2172,AB1149,2,Engrossed,2025-04-21,"Driver’s licenses.","An act to amend Section 12511 of the Vehicle Code, relating to driver’s licenses.",0,,2025-06-13,"Ordered to inactive file at the request of Senator Valladares.",https://legiscan.com/CA/bill/AB1149/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1149
1978685,2172,AB1150,4,Passed,2025-10-01,"Local agencies: airports: alternative customer facility charges.","An act to amend Sections 50474.21 and 50474.3 of the Government Code, relating to local government.",0,,2025-10-01,"Chaptered by Secretary of State - Chapter 182, Statutes of 2025.",https://legiscan.com/CA/bill/AB1150/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1150
1978686,2172,AB1151,1,Introduced,2025-02-20,"Driver’s licenses: identification cards.","An act to amend Section 13000 of the Vehicle Code, relating to vehicles.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1151/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1151
1978687,2172,AB1152,4,Passed,2025-10-01,"Controlled substances: human chorionic gonadotropin.","An act to amend Section 11056 of the Health and Safety Code, relating to controlled substances.",0,,2025-10-01,"Chaptered by Secretary of State - Chapter 183, Statutes of 2025.",https://legiscan.com/CA/bill/AB1152/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1152
1978688,2172,AB1153,1,Introduced,2025-02-20,"Solid waste disposal and codisposal site cleanup: illegal disposal site abatement.","An act to amend Section 48021 of the Public Resources Code, relating to solid waste, and making an appropriation therefor.",449,"Assembly Appropriations",2025-05-23,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB1153/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1153
1978689,2172,AB1154,4,Passed,2025-10-10,"Junior accessory dwelling units.","An act to amend Section 66333 of the Government Code, relating to land use.",0,,2025-10-10,"Chaptered by Secretary of State - Chapter 507, Statutes of 2025.",https://legiscan.com/CA/bill/AB1154/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1154
1978690,2172,AB1155,4,Passed,2025-10-03,"Law schools: externships: compensation.","An act to add Chapter 7.5 (commencing with Section 66550) to Part 40 of Division 5 of Title 3 of the Education Code, relating to postsecondary education.",0,,2025-10-03,"Chaptered by Secretary of State - Chapter 292, Statutes of 2025.",https://legiscan.com/CA/bill/AB1155/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1155
1978691,2172,AB1156,2,Engrossed,2025-06-03,"Solar-use easements: suspension of Williamson Act contracts: terms of easement: termination.","An act to amend Sections 51190, 51191, 51191.1, 51191.2, 51191.3, 51191.4, 51191.5, 51192, and 51192.1 of, to add Section 51191.5.5 to, to repeal Section 51192.2 of, and to repeal and add Section 51255.1 of, the Government Code, and to amend Section 21080 of the Public Resources Code, relating to solar-use easements.",0,,2025-09-13,"Ordered to inactive file at the request of Assembly Member Wicks.",https://legiscan.com/CA/bill/AB1156/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1156
1978692,2172,AB1157,1,Introduced,2025-02-20,"Tenancy: just cause termination: rent increases.","An act to amend Sections 1946.2, 1947.12, and 1947.13 of the Civil Code, relating to tenancy.",0,,2025-04-29,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1157/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1157
1978693,2172,AB1158,1,Introduced,2025-02-20,Mortgages.,"An act to amend Sections 2924d, 2924h, and 2924m of the Civil Code, and to amend Sections 50612 and 50720.2 of the Health and Safety Code, relating to mortgages.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1158/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1158
1978694,2172,AB1159,1,Introduced,2025-02-20,"Student personal information.","An act to amend Sections 22584 and 22586 of, to add Section 22586.1 to, to add Chapter 22.2.6 (commencing with Section 22587) to Division 8 of, to repeal Section 22587 of, and to repeal and add Section 22585 of, the Business and Professions Code, relating to privacy.",3626,"Assembly Privacy and Consumer Protection",2025-04-08,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1159/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1159
1978695,2172,AB1160,1,Introduced,2025-02-20,"Military equipment.","An act to add Section 7073.5 to the Government Code, relating to law enforcement.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1160/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1160
1978696,2172,AB1161,1,Introduced,2025-02-20,"Public social services: state of emergency or health emergency.","An act to add Sections 10507 and 14118 to the Welfare and Institutions Code, relating to public social services.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1161/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1161
1978697,2172,AB1162,2,Engrossed,2025-05-12,"Challenges to housing and community-serving projects.","An act to amend Section 529.2 of the Code of Civil Procedure, relating to civil actions.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1162/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1162
1980060,2172,AB1163,1,Introduced,2025-02-21,"Employees: workplace violence prevention plans: topics and trainings.","An act to add Article 3 (commencing with Section 7080) to Chapter 1 of Part 5 of Division 1 of Title 1 of, and to add Article 7 (commencing with Section 87165) to Chapter 1 of Part 51 of Division 7 of Title 3 of, the Education Code, relating to employees.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1163/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1163
1980061,2172,AB1164,2,Engrossed,2025-06-02,"Elections: Voter Bill of Rights.","An act to amend Section 2300 of the Elections Code, relating to elections.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1164/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1164
1980062,2172,AB1165,1,Introduced,2025-02-21,"California Housing Justice Act of 2025.","An act to add Chapter 4 (commencing with Section 50570) to Part 2 of Division 31 of the Health and Safety Code, relating to housing.",449,"Assembly Appropriations",2025-05-14,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1165/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1165
1980063,2172,AB1166,2,Engrossed,2025-05-15,"Fair Debt Settlement Practices Act.","An act to amend Sections 1788.301, 1788.302, 1788.304, and 1788.305 of the Civil Code, relating to commercial debt.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1166/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1166
1980064,2172,AB1167,4,Passed,2025-10-11,"Electrical corporations and gas corporations: rate recovery: political activities and promotional advertising.","An act to add Section 748.3 to the Public Utilities Code, relating to public utilities.",0,,2025-10-11,"Chaptered by Secretary of State - Chapter 634, Statutes of 2025.",https://legiscan.com/CA/bill/AB1167/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1167
1980065,2172,AB1168,1,Introduced,2025-02-21,"Department of Transportation: transferred property: City of Lynwood.","An act to add Section 118.10 to the Streets and Highways Code, relating to the Department of Transportation.",471,"Assembly Transportation",2025-04-08,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1168/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1168
1980066,2172,AB1169,2,Engrossed,2025-06-03,"Wildlife grants: Shared Habitat Alliance for Recreational Enhancement program.","An act to amend, repeal, and add Sections 1572 and 1573 of, and to add and repeal Section 1573.1 of, the Fish and Game Code, relating to wildlife grants.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1169/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1169
1980067,2172,AB1170,4,Passed,2025-07-28,"Maintenance of the codes.","An act to amend Sections 205, 208, 1944, 2529.8.1, 4848.1, 4996.22, 5070.1, 5272, 5272.5, 7048, 7363, 8020.5, 17580, 19520, 23399.5, 26051.5, 26152.2, and 26200 of the Business and Professions Code, to amend Sections 714.3, 798.56, 835, 1770, 1785.11.11, 1798.130, 1798.140, 1798.185, 1950.6, 1954.09, 2214, 2924f, 3111, 3480, and 5115 of, and to amend the heading of Chapter 6 (commencing with Section 2213) of Title 7 of Part 4 of Division 3 of, the Civil Code, to amend Sections 8, 5510, 7510, and 12460 of the Corporations Code, to amend Sections 8222, 8242, 10864, 17586, 33328.5, 33355, 42238.026, 44260.1, 44320.5, 44395, 45202, 46392, 47604.2, 48306, 51225.7, 51255, 66023.4, 66023.5, 66076.2, 66270.7, 66280.5, 66308, 66749.81, 69996.9, and 76303 of, and to amend and renumber Section 51225.32 of, the Education Code, to amend Sections 2201, 2208, 3019, and 20513 of the Elections Code, to amend Sections 1352, 1352.5, 1672, and 2089.22 of the Fish and Game Code, to amend Sections 12811.2, 12839, 14513, 14611, 56571, 58231.1, and 82001 of the Food and Agricultural Code, to amend Sections 8547.2, 8547.5, 8657, 11126, 12530.5, 14072.6, 14839, 14840, 19829.9852, 19829.9854, 51298, 53398.52, 54239.4, 62506, 62509, 62520, 62551, 62551.1, 62582, 65302, 65585, 65588, 65852.8, 65913.4, 65915, 65915.3, 66314, 66499.41, and 89517.5 of, and to repeal the heading of Title 8.5 of, the Government Code, to amend Sections 1317.2a, 1343.3, 1374.72, 2056, 9077, 18214, 50197.3, 50513, 50515.03, 50710.7, 111926, 114368.8, 114381, 120440, 128454, and 130065.1 of, and to repeal the headings of Divisions 38 and 39 of, the Health and Safety Code, to amend Section 10509.9205 of the Insurance Code, to amend Sections 226.8, 2699, and 2699.3 of the Labor Code, to amend Sections 257, 395.1, 502, 502.1, 502.2, 502.4, 504, 505, 510, 513, 520, 552, 555, 557, 987.005, 987.300, and 1690 of the Military and Veterans Code, to amend Sections 236.8, 236.10, 236.11, 803, 888, 1233.12, and 28230 of the Penal Code, to amend Sections 2051, 10115.1, and 12140 of the Public Contract Code, to amend Sections 3206, 6217.8, 42281, 42282.1, 42283, 42968.32, 42968.62, 42968.71, 42968.74, 42984.3, 42984.10, 42984.21, 42999, and 48704.1 of the Public Resources Code, to amend Section 311 of the Public Utilities Code, to amend Sections 17052.1 and 36005 of the Revenue and Taxation Code, to amend Sections 94.4 and 31490 of the Streets and Highways Code, to amend Section 679 of the Unemployment Insurance Code, to amend Sections 9250.14 and 21214.7 of the Vehicle Code, to amend Section 73510 of the Water Code, to amend Sections 361.31, 706.6, 4095, 5404, 5610, 10492.2, 14149.95, and 16501.35 of, to amend and renumber the heading of Chapter 6.5 (commencing with Section 9320) of Division 8.5 of, and to repeal the heading of Division 26 of, the Welfare and Institutions Code, and to amend Section 1 of Chapter 107 of the Statutes of 2024, relating to maintenance of the codes.",0,,2025-07-28,"Chaptered by Secretary of State - Chapter 67, Statutes of 2025.",https://legiscan.com/CA/bill/AB1170/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1170
1980068,2172,AB1171,1,Introduced,2025-02-21,"Community colleges: part-time faculty: benefits.","An act to add Section 87482.2 to the Education Code, relating to community colleges.",458,"Assembly Higher Education",2025-04-22,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1171/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1171
1980069,2172,AB1172,4,Passed,2025-10-07,"Adult day programs: administration of intranasal emergency antiseizure medications.","An act to add Article 2.6 (commencing with Section 1528) to Chapter 3 of Division 2 of the Health and Safety Code, relating to health and care facilities.",0,,2025-10-07,"Chaptered by Secretary of State - Chapter 448, Statutes of 2025.",https://legiscan.com/CA/bill/AB1172/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1172
1980070,2172,AB1173,1,Introduced,2025-02-21,"Public Utilities Commission: organization.","An act to amend Section 307.2 of, and to add Section 307.3 to, the Public Utilities Code, relating to public utilities.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1173/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1173
1980071,2172,AB1174,1,Introduced,2025-02-21,"Clean Transportation Program: eligible programs and projects: electric vehicle charging stations: vandalism deterrence.","An act to amend Section 44272 of the Health and Safety Code, relating to transportation.",471,"Assembly Transportation",2025-03-10,"Referred to Com. on TRANS.",https://legiscan.com/CA/bill/AB1174/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1174
1980072,2172,AB1175,4,Passed,2025-10-03,Accountants.,"An act to amend Sections 5081, 5082.3, 5082.4, 5082.5, 5087, 5088, 5090, 5094, 5095, 5096, 5096.1, 5096.4, 5096.12, 5096.20, 5096.21, and 5096.22 of, to amend and repeal Sections 5093, 5093.5, 5094.3, and 5094.6 of, to add Sections 5035.4, 5093.2, and 5093.3 to, and to repeal Sections 5086 and 5092 of, the Business and Professions Code, relating to professions and vocations.",0,,2025-10-03,"Chaptered by Secretary of State - Chapter 293, Statutes of 2025.",https://legiscan.com/CA/bill/AB1175/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1175
1980073,2172,AB1176,1,Introduced,2025-02-21,"Energy: renewable energy resources program.","An act to amend Section 25741 of the Public Resources Code, relating to energy.",3620,"Assembly Utilities and Energy",2025-04-02,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB1176/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1176
1980074,2172,AB1177,4,Passed,2025-07-14,"California Prompt Payment Act: late payment penalties.","An act to amend Section 927.11 of the Government Code, relating to civil law.",0,,2025-07-14,"Chaptered by Secretary of State - Chapter 47, Statutes of 2025.",https://legiscan.com/CA/bill/AB1177/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1177
1980075,2172,AB1178,4,Passed,2025-10-11,"Peace officers: confidentiality of records.","An act to amend Section 832.7 of the Penal Code, relating to peace officers.",0,,2025-10-11,"Chaptered by Secretary of State - Chapter 635, Statutes of 2025.",https://legiscan.com/CA/bill/AB1178/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1178
1980076,2172,AB1179,1,Introduced,2025-02-21,"Credit unions.","An act to amend Section 14552 of the Financial Code, relating to financial institutions.",450,"Assembly Banking and Finance",2025-03-10,"Referred to Com. on B.&F.",https://legiscan.com/CA/bill/AB1179/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1179
1980077,2172,AB1180,2,Engrossed,2025-06-02,"Department of Financial Protection and Innovation: state payments.","An act to add and repeal Section 3802 of the Financial Code, relating to digital financial assets.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1180/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1180
1980078,2172,AB1181,4,Passed,2025-10-06,"Firefighters: personal protective equipment.","An act to amend Section 147.4 of the Labor Code, relating to employment.",0,,2025-10-06,"Chaptered by Secretary of State - Chapter 392, Statutes of 2025.",https://legiscan.com/CA/bill/AB1181/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1181
1980079,2172,AB1182,1,Introduced,2025-02-21,"State Energy Resources Conservation and Development Commission: report: electrical grid infrastructure manufacturing.","An act to add and repeal Section 25302.8 of the Public Resources Code, relating to energy.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1182/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1182
1980080,2172,AB1183,1,Introduced,2025-02-21,"Residential tenancy: habitability: inspection and right to cure.","An act to add Section 1941.8 to the Civil Code, relating to tenancy.",463,"Assembly Judiciary",2025-04-23,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1183/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1183
1980081,2172,AB1184,1,Introduced,2025-02-21,"Department of Housing and Community Development: annual report: Homeless Housing, Assistance, and Prevention program.","An act to amend Section 50408 of the Health and Safety Code, relating to housing.",459,"Assembly Housing and Community Development",2025-03-25,"Re-referred to Com. on H. & C.D.",https://legiscan.com/CA/bill/AB1184/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1184
1980082,2172,AB1185,1,Introduced,2025-02-21,"California Library Services, Equity in Opportunity Act.","An act to amend Sections 18700, 18710, 18720, 18722, 18724, and 18726 of, and to repeal and add Sections 18701, 18702, and 18703 of, the Education Code, relating to libraries.",455,"Assembly Education",2025-03-19,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1185/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1185
1980083,2172,AB1186,1,Introduced,2025-02-21,"Data collection: race and ethnicity: minimum categories.","An act to add Sections 8310.9.5 and 13073.3 to the Government Code, relating to state government.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1186/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1186
1980084,2172,AB1187,1,Introduced,2025-02-21,"Firearms: safety certificates.","An act to amend Sections 27560 and 31615 of, and to add Section 31640.5 to, the Penal Code, relating to firearms.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1187/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1187
1980085,2172,AB1188,1,Introduced,2025-02-21,"Elections: statewide initiative and referendum petitions: disclosures.","An act to amend Sections 101, 9020, and 9051 of the Elections Code, relating to elections.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1188/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1188
1980086,2172,AB1189,1,Introduced,2025-02-21,"Court reporting: digital reporters and legal transcriptionists.","An act to amend Section 8031 of, to add Section 8019.5 to, and to add Article 6 (commencing with Section 8060) and Article 7 (commencing with Section 8070) to Chapter 13 of Division 3 of, the Business and Professions Code, to amend Sections 2025.330 and 2025.510 of the Code of Civil Procedure, to add Section 1295 to the Evidence Code, and to amend Section 69957 of, and to add Section 69954.5 to, the Government Code, relating to court reporting, and making an appropriation therefor.",463,"Assembly Judiciary",2025-04-21,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1189/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1189
1980087,2172,AB1190,2,Engrossed,2025-05-19,"Department of Motor Vehicles: private industry partner fees.","An act to amend Section 1685 of the Vehicle Code, relating to the Department of Motor Vehicles.",0,,2025-08-29,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1190/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1190
1980088,2172,AB1191,1,Introduced,2025-02-21,"California Renewables Portfolio Standard Program: hydroelectric generation.","An act to amend Section 44258.5 of the Health and Safety Code, and to amend Sections 399.12, 399.25, and 399.30 of, and to repeal Sections 399.12.5 and 399.20.5 of, the Public Utilities Code, relating to energy.",3620,"Assembly Utilities and Energy",2025-04-02,"In committee: Set, first hearing. Failed passage. Reconsideration granted.",https://legiscan.com/CA/bill/AB1191/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1191
1980089,2172,AB1192,1,Introduced,2025-02-21,"Child abuse or neglect: reporting.","An act to amend Section 11166.1 of the Penal Code, relating to child abuse or neglect.",0,,2025-05-23,"In committee: Held under submission.",https://legiscan.com/CA/bill/AB1192/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1192
1980090,2172,AB1193,1,Introduced,2025-02-21,"Fleeing the scene of an accident.","An act to amend Section 803 of the Penal Code, relating to crimes.",468,"Assembly Public Safety",2025-04-29,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB1193/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1193
1980091,2172,AB1194,1,Introduced,2025-02-21,"Pupil literacy: administrative services credential program standards and professional development: instructional materials.","An act to add Sections 33319.6, 44270.6, 44270.7, and 60205 to the Education Code, relating to pupil literacy.",455,"Assembly Education",2025-04-22,"Re-referred to Com. on ED.",https://legiscan.com/CA/bill/AB1194/2025,https://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202520260AB1194
