bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1943407,1577926,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1943407,1583511,2025-06-02,Assembly,"AB 325 Aguiar-Curry Assembly Third Reading",54,17,0,8,79
1943407,1597544,2025-07-01,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,2,0,0,13
1943407,1598268,2025-07-14,Senate,"Placed on suspense file",7,0,0,0,7
1943407,1600777,2025-08-29,Senate,"Do pass as amended",5,2,0,0,7
1943407,1601916,2025-09-11,Senate,"Assembly 3rd Reading AB325 Aguiar-Curry et al. By Umberg",29,9,0,2,40
1943407,1602313,2025-09-12,Assembly,"AB 325 Aguiar-Curry Concurrence in Senate Amendments",54,18,0,8,80
1943408,1522000,2025-03-18,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,2,0,1,10
1943409,1505309,2025-03-04,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1943409,1577292,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1943409,1584353,2025-06-03,Assembly,"AB 327 Ta Assembly Third Reading",71,0,0,8,79
1943409,1598396,2025-07-15,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",6,0,0,0,6
1943409,1599497,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1943411,1545041,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",2,7,0,0,9
1943412,1561111,2025-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,0,0,2,7
1943412,1577289,2025-05-23,Assembly,"Do pass",11,0,0,4,15
1943412,1583578,2025-06-02,Assembly,"AB 330 Rogers Assembly Third Reading",63,2,0,14,79
1943412,1595134,2025-06-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,0,0,1,5
1943412,1601267,2025-09-08,Senate,"Assembly 3rd Reading AB330 Rogers By McNerney",36,0,0,4,40
1943413,1528320,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Public Safety]",7,0,0,0,7
1943413,1554603,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1943413,1577298,2025-05-23,Assembly,"Do pass",12,0,0,3,15
1943413,1583483,2025-06-02,Assembly,"AB 331 Pellerin Assembly Third Reading",71,1,0,7,79
1943413,1597128,2025-07-01,Senate,"Do pass, but first be re-referred to the Committee on [Public Safety]",5,0,0,0,5
1943413,1598462,2025-07-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,1,6
1943413,1599380,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1943414,1542889,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Insurance]",5,2,0,6,13
1943414,1542890,2025-04-08,Senate,"[First] hearing set for [04-09-2025]: Failed passage in Committee. Reconsideration granted",10,0,0,3,13
1943415,1535049,2025-04-02,Senate,"Do pass, but first be re-referred to the Committee on [Rules] with the recommendation: To Consent Calendar",11,0,0,0,11
1943415,1554628,2025-04-22,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",6,0,0,1,7
1943415,1565298,2025-05-05,Senate,"Placed on suspense file",7,0,0,0,7
1943416,1526990,2025-03-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,0,0,0,7
1943416,1538943,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1943416,1577961,2025-05-23,Senate,"Do pass as amended",4,0,0,3,7
1943416,1585045,2025-06-04,Senate,"Senate 3rd Reading SB224 Hurtado",38,0,0,2,40
1943416,1598424,2025-07-15,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",13,0,0,0,13
1943416,1600301,2025-08-29,Assembly,"Do pass as amended",15,0,0,0,15
1943416,1601595,2025-09-09,Assembly,"SB 224 Hurtado Senate Third Reading By Papan",77,1,0,2,80
1943416,1601852,2025-09-11,Senate,"Unfinished Business SB224 Hurtado Concurrence",40,0,0,0,40
1943417,1535058,2025-04-02,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,0,1,7
1943417,1552857,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1943418,1492763,2025-02-18,Senate,"Senate 3rd Reading SCR16 Alvarado-Gil",36,0,0,3,39
1943418,1498300,2025-02-24,Assembly,"Be adopted. To Consent Calendar",11,0,0,0,11
1943418,1501961,2025-02-27,Assembly,"SCR 16 Alvarado-Gil Consent Calendar Second Day",66,0,0,13,79
1945196,1525454,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection] with recommendation: To Consent Calendar",16,0,0,0,16
1945196,1566710,2025-05-06,Assembly,"Do pass as amended. To Consent Calendar",14,0,0,1,15
1945196,1573542,2025-05-19,Assembly,"AB 334 Petrie-Norris Consent Calendar Second Day",74,0,0,5,79
1945196,1594577,2025-06-24,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",13,0,0,2,15
1945196,1598548,2025-07-15,Senate,"Do pass as amended",13,0,0,0,13
1945197,1521981,2025-03-18,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,2,0,0,10
1945198,1505323,2025-03-04,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",2,3,0,4,9
1945199,1525438,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,0,0,1,14
1945200,1557493,2025-04-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,0,0,1,7
1945200,1577502,2025-05-23,Assembly,"Do pass as amended",11,0,0,4,15
1945200,1584385,2025-06-03,Assembly,"AB 338 Solache Third Reading Urgency",76,0,0,3,79
1945200,1595196,2025-06-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1945200,1597664,2025-07-07,Senate,"Placed on suspense file",6,0,0,1,7
1945200,1600368,2025-08-29,Senate,"Do pass as amended",7,0,0,0,7
1945200,1601717,2025-09-10,Senate,"Assembly 3rd Reading AB338 Solache By Pérez Urgency Clause",38,1,0,1,40
1945200,1602520,2025-09-11,Assembly,"AB 338 Solache Concurrence in Senate Amendments",78,1,0,1,80
1945201,1521954,2025-03-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",4,0,0,3,7
1945201,1577702,2025-05-23,Assembly,"Do pass as amended",11,2,0,2,15
1945201,1583363,2025-06-02,Assembly,"AB 339 Ortega Assembly Third Reading",51,11,0,17,79
1945201,1598111,2025-07-09,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",4,1,0,0,5
1945201,1599647,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1945201,1600324,2025-08-29,Senate,"Do pass as amended",5,2,0,0,7
1945201,1601182,2025-09-04,Senate,"Assembly 3rd Reading AB339 Ortega By Durazo",28,11,0,1,40
1945201,1601314,2025-09-08,Assembly,"AB 339 Ortega Concurrence in Senate Amendments",52,12,0,16,80
1945202,1522020,2025-03-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,0,0,1,7
1945202,1577253,2025-05-23,Assembly,"Do pass",11,0,0,4,15
1945202,1584320,2025-06-03,Assembly,"AB 340 Ahrens Assembly Third Reading",65,1,0,13,79
1945202,1595191,2025-06-25,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",4,1,0,0,5
1945202,1598547,2025-07-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",10,2,0,1,13
1945202,1599426,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1945203,1542916,2025-04-08,Assembly,"Do pass and be re-referred to the Committee on [Human Services] with recommendation: To Consent Calendar",10,0,0,0,10
1945203,1563117,2025-04-29,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1945203,1577388,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1945203,1584396,2025-06-03,Assembly,"AB 341 Arambula Assembly Third Reading",79,0,0,0,79
1945203,1597264,2025-06-30,Senate,"Do pass, but first be re-referred to the Committee on [Education] with the recommendation: To Consent Calendar",5,0,0,0,5
1945203,1598098,2025-07-09,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
1945203,1599365,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1945203,1600737,2025-08-29,Senate,"Do pass",7,0,0,0,7
1945203,1601231,2025-09-08,Senate,"Assembly 3rd Reading AB341 Arambula By Grayson",39,0,0,1,40
1945203,1601661,2025-09-09,Assembly,"AB 341 Arambula Concurrence in Senate Amendments",80,0,0,0,80
1945204,1556183,2025-04-23,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",15,2,0,5,22
1945204,1577274,2025-05-23,Assembly,"Do pass as amended",11,1,0,3,15
1945204,1584386,2025-06-03,Assembly,"AB 342 Haney Assembly Third Reading",50,11,0,18,79
1945205,1556188,2025-04-23,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,2,7
1945205,1569788,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1945205,1577720,2025-05-23,Senate,"Do pass",5,0,0,2,7
1945205,1586436,2025-06-02,Senate,"Senate 3rd Reading SB226 Cabaldon",32,0,0,8,40
1945206,1538993,2025-04-07,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Local Government]",10,0,0,1,11
1945206,1567896,2025-05-07,Senate,"Do pass",7,0,0,0,7
1945206,1579263,2025-05-27,Senate,"Senate 3rd Reading SB227 Grayson et al. Urgency Clause",39,0,0,1,40
1945206,1597908,2025-07-08,Assembly,"Do pass",7,0,0,1,8
1945206,1600191,2025-08-28,Assembly,"SB 227 Grayson Third Reading Urgency By Wilson",76,0,0,3,79
1945206,1601931,2025-09-11,Senate,"Special Consent SB227 Grayson et al. Urgency Clause",40,0,0,0,40
1945207,1535125,2025-04-02,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,0,0,0,11
1945207,1552943,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1945207,1577560,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1945207,1585096,2025-06-04,Senate,"Special Consent SB228 Cervantes",39,0,0,1,40
1945207,1598063,2025-07-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",16,0,0,0,16
1945208,1526983,2025-03-25,Senate,"Do pass and be ordered to the Consent Calendar",6,0,0,0,6
1945208,1530374,2025-03-28,Senate,"Consent Calendar 2nd SB229 Alvarado-Gil",34,0,0,6,40
1945208,1591852,2025-06-17,Assembly,"Do pass. To Consent Calendar",9,0,0,0,9
1945208,1594044,2025-06-23,Assembly,"SB 229 Alvarado-Gil Consent Calendar Second Day Regular Session",71,0,0,8,79
1945209,1528310,2025-03-26,Senate,"Do pass and be ordered to the Consent Calendar",5,0,0,0,5
1945209,1533475,2025-04-01,Senate,"Consent Calendar 2nd SB230 Laird et al",39,0,0,1,40
1945209,1598087,2025-07-09,Assembly,"Do pass. To Consent Calendar",15,0,0,2,17
1945209,1600922,2025-09-03,Assembly,"SB 230 Laird Senate Third Reading By Berman",79,0,0,0,79
1945209,1601137,2025-09-04,Senate,"Unfinished Business SB230 Laird et al. Concurrence",39,0,0,1,40
1945210,1521987,2025-03-19,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",8,0,0,0,8
1945210,1538880,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1945211,1522010,2025-03-19,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",8,0,0,0,8
1945211,1538995,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1945212,1520417,2025-03-18,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",10,0,0,1,11
1945212,1544995,2025-04-10,Senate,"Consent Calendar 2nd SB233 Seyarto et al",35,0,0,5,40
1945212,1592549,2025-06-18,Assembly,"Do pass as amended, and be re-referred to the Committee on [Local Government] with recommendation: To Consent Calendar",11,0,0,1,12
1945212,1598834,2025-07-16,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,0,0,10
1945212,1599747,2025-08-20,Assembly,"Do pass",15,0,0,0,15
1945212,1601342,2025-09-08,Assembly,"SB 233 Seyarto Senate Third Reading By Alanis",78,0,0,2,80
1945212,1601934,2025-09-11,Senate,"Unfinished Business SB233 Seyarto et al. Concurrence",40,0,0,0,40
1945213,1527003,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Environmental Quality] with the recommendation: To Consent Calendar",7,0,0,0,7
1945213,1563104,2025-04-30,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",8,0,0,0,8
1945213,1569895,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1945213,1577511,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1945213,1580535,2025-05-28,Senate,"Senate 3rd Reading SB234 Niello et al",37,0,0,3,40
1945213,1594068,2025-06-23,Assembly,"Do pass and be re-referred to the Committee on [Environmental Safety and Toxic Materials] with recommendation: To Consent Calendar",14,0,0,0,14
1945213,1597133,2025-07-01,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1945214,1495956,2025-02-20,Senate,"Senate 3rd Reading SCR17 Niello",35,0,0,4,39
1945214,1511417,2025-03-10,Assembly,"Be adopted. To Consent Calendar",9,0,0,2,11
1945214,1517617,2025-03-13,Assembly,"SCR 17 Niello Consent Calendar Second Day Regular Session",68,0,0,12,80
1947434,1505316,2025-03-04,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",12,0,0,0,12
1947434,1577643,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1947434,1583471,2025-06-02,Assembly,"AB 343 Pacheco Assembly Third Reading",79,0,0,0,79
1947434,1595161,2025-06-24,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",12,0,0,1,13
1947434,1597677,2025-07-07,Senate,"Placed on suspense file",6,0,0,1,7
1947434,1600744,2025-08-29,Senate,"Do pass",7,0,0,0,7
1947434,1601125,2025-09-04,Senate,"Special Consent AB343 Pacheco et al",39,0,0,1,40
1947434,1601315,2025-09-08,Assembly,"AB 343 Pacheco Concurrence in Senate Amendments",79,0,0,1,80
1947435,1521957,2025-03-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",19,0,0,3,22
1947435,1542872,2025-04-09,Assembly,"Do pass",14,0,0,1,15
1947435,1573615,2025-05-19,Assembly,"AB 344 Valencia Assembly Third Reading",75,0,0,4,79
1947435,1588072,2025-06-10,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",14,0,0,1,15
1947435,1600803,2025-09-02,Senate,"Assembly 3rd Reading AB344 Valencia By Ashby",40,0,0,0,40
1947436,1521994,2025-03-19,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1947437,1562771,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1947437,1577463,2025-05-23,Assembly,"Do pass as amended",11,0,0,4,15
1947437,1584348,2025-06-03,Assembly,"AB 346 Nguyen Assembly Third Reading",76,0,0,3,79
1947437,1597195,2025-06-30,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1947437,1598224,2025-07-14,Senate,"Placed on suspense file",7,0,0,0,7
1947438,1516566,2025-03-12,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1947438,1577724,2025-05-23,Assembly,"Do pass",13,0,0,2,15
1947438,1583437,2025-06-02,Assembly,"AB 347 Kalra Assembly Third Reading",68,3,0,8,79
1947438,1597456,2025-07-02,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1947438,1598307,2025-07-14,Senate,"Placed on suspense file",7,0,0,0,7
1947439,1555922,2025-04-22,Assembly,"Do pass as amended",16,0,0,0,16
1947439,1569867,2025-05-12,Assembly,"AB 348 Krell Assembly Third Reading",76,0,0,3,79
1947439,1589130,2025-06-11,Senate,"Do pass",9,0,0,2,11
1947439,1600917,2025-09-03,Senate,"Assembly 3rd Reading AB348 Krell et al. By Ashby",40,0,0,0,40
1947439,1601193,2025-09-04,Assembly,"AB 348 Krell Concurrence in Senate Amendments",78,0,0,1,79
1947440,1564213,2025-05-01,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,0,0,1,7
1947440,1577260,2025-05-23,Assembly,"Do pass as amended",14,0,0,1,15
1947440,1584295,2025-06-03,Assembly,"AB 349 Dixon Assembly Third Reading",78,0,0,1,79
1947440,1597231,2025-06-30,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1947440,1598312,2025-07-14,Senate,"Placed on suspense file",7,0,0,0,7
1947440,1600417,2025-08-29,Senate,"Do pass as amended",7,0,0,0,7
1947440,1601855,2025-09-11,Senate,"Special Consent AB349 Dixon By Wahab",40,0,0,0,40
1947440,1602302,2025-09-13,Assembly,"AB 349 Dixon Concurrence in Senate Amendments",75,0,0,5,80
1947441,1555941,2025-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",14,0,0,2,16
1947441,1577531,2025-05-23,Assembly,"Do pass as amended",13,0,0,2,15
1947441,1583527,2025-06-02,Assembly,"AB 350 Bonta Assembly Third Reading",75,1,0,3,79
1947441,1597489,2025-07-02,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,0,0,0,11
1947441,1599476,2025-08-18,Senate,"Placed on suspense file",7,0,0,0,7
1947441,1600584,2025-08-29,Senate,"Do pass",7,0,0,0,7
1947442,1521975,2025-03-19,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",8,0,0,0,8
1947442,1538934,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1947443,1556005,2025-04-23,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",8,0,0,0,8
1947443,1562876,2025-04-29,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",13,0,0,0,13
1947443,1573565,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1947443,1577206,2025-05-23,Senate,"Do pass",6,0,0,1,7
1947443,1581782,2025-05-29,Senate,"Special Consent SB236 Weber Pierson",38,0,0,2,40
1947443,1597269,2025-07-01,Assembly,"Do pass and be re-referred to the Committee on [Judiciary] with recommendation: To Consent Calendar",7,0,0,0,7
1947443,1598417,2025-07-15,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",12,0,0,0,12
1947443,1600490,2025-08-29,Assembly,"Do pass as amended",11,0,0,4,15
1947443,1601343,2025-09-08,Assembly,"SB 236 Weber Pierson Senate Third Reading By Elhawary",78,0,0,2,80
1947443,1601926,2025-09-11,Senate,"Unfinished Business SB236 Weber Pierson Concurrence",40,0,0,0,40
1947444,1567911,2025-05-06,Senate,"Do pass as amended, and be ordered to the Consent Calendar",12,0,0,1,13
1947444,1572410,2025-05-15,Senate,"Consent Calendar 2nd SB237 Grayson",34,0,0,6,40
1947444,1602033,2025-09-12,Assembly,"Do pass",11,2,0,1,14
1947444,1602232,2025-09-12,Senate,"W/O REF. TO FILE SB237 Grayson",28,0,0,12,40
1947444,1602233,2025-09-13,Assembly,"SB 237 Grayson Senate Third Reading By WILSON",66,4,0,10,80
1947444,1602881,2025-09-13,Senate,"W/O REF. TO FILE SB237 Grayson",28,0,0,12,40
1947445,1555960,2025-04-23,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",4,1,0,0,5
1947445,1562844,2025-04-29,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,2,0,0,13
1947445,1573559,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1947445,1577139,2025-05-23,Senate,"Do pass",5,1,0,1,7
1947445,1584410,2025-06-03,Senate,"Senate 3rd Reading SB238 Smallwood-Cuevas",27,10,0,3,40
1947445,1595670,2025-06-25,Assembly,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",5,1,0,1,7
1947446,1530377,2025-03-28,Senate,"Senate 3rd Reading SCR18 Archuleta et al",31,0,0,9,40
1947446,1552899,2025-04-21,Assembly,"Be adopted. To Consent Calendar",10,0,0,1,11
1947446,1557509,2025-04-24,Assembly,"SCR 18 Archuleta Consent Calendar Second Day Regular Session",75,0,0,4,79
1947447,1523474,2025-03-20,Senate,"Senate 3rd Reading SR13 Archuleta",38,0,0,2,40
1947448,1559479,2025-04-28,Senate,"Senate 3rd Reading SR14 Cervantes et al",39,0,0,1,40
1949669,1563079,2025-04-30,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",2,3,0,2,7
1949669,1563080,2025-04-30,Assembly,Reconsideration,4,0,0,3,7
1949670,1526959,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1949670,1577580,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1949670,1583556,2025-06-02,Assembly,"AB 352 Pacheco Assembly Third Reading",77,0,0,2,79
1949670,1594642,2025-06-24,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",6,0,0,0,6
1949670,1597661,2025-07-07,Senate,"Placed on suspense file",6,0,0,1,7
1949670,1600772,2025-08-29,Senate,"Do pass as amended",7,0,0,0,7
1949670,1601102,2025-09-04,Senate,"Assembly 3rd Reading AB352 Pacheco By Ashby",39,0,0,1,40
1949670,1601316,2025-09-08,Assembly,"AB 352 Pacheco Concurrence in Senate Amendments",75,0,0,5,80
1949671,1562782,2025-04-30,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,2,0,1,10
1949671,1577313,2025-05-23,Assembly,"Do pass as amended",11,3,0,1,15
1949671,1585124,2025-06-04,Assembly,"AB 353 Boerner Assembly Third Reading",58,18,0,3,79
1949672,1542754,2025-04-08,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",9,0,0,0,9
1949672,1562885,2025-04-30,Assembly,"Do pass. To Consent Calendar",14,0,0,1,15
1949672,1568595,2025-05-08,Assembly,"AB 354 Michelle Rodriguez Consent Calendar Second Day Regular Session",69,0,0,10,79
1949672,1588080,2025-06-10,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",6,0,0,0,6
1949672,1595992,2025-06-27,Senate,"Consent Calendar 2nd AB354 Michelle Rodriguez Urgency Clause",38,0,0,2,40
1949673,1505296,2025-03-04,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1949674,1563076,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,0,0,3,16
1949674,1577165,2025-05-23,Assembly,"Do pass",11,0,0,4,15
1949674,1584283,2025-06-03,Assembly,"AB 356 Patel Assembly Third Reading",63,4,0,12,79
1949674,1598114,2025-07-09,Senate,"Do pass, but first be re-referred to the Committee on [Local Government]",9,0,0,2,11
1949675,1559459,2025-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,0,0,2,14
1949675,1577621,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1949675,1585814,2025-06-05,Assembly,"AB 357 Alvarez Assembly Third Reading",76,0,0,3,79
1949675,1597919,2025-07-08,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Housing]",7,0,0,0,7
1949675,1601911,2025-09-11,Senate,"Assembly 3rd Reading AB357 Alvarez By Wiener",40,0,0,0,40
1949675,1602095,2025-09-12,Assembly,"AB 357 Alvarez Concurrence in Senate Amendments",78,0,0,2,80
1949676,1515272,2025-03-11,Assembly,"Do pass as amended and be re-referred to the Committee on [Privacy and Consumer Protection]",6,0,0,3,9
1949676,1556003,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,0,5,15
1949676,1563021,2025-04-30,Assembly,"Do pass",14,0,0,1,15
1949676,1572417,2025-05-15,Assembly,"AB 358 Alvarez Assembly Third Reading",63,1,0,15,79
1949676,1594673,2025-06-24,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",6,0,0,0,6
1949676,1597676,2025-07-07,Senate,"Placed on suspense file",6,0,0,1,7
1949677,1528300,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1949677,1577874,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1949677,1583499,2025-06-02,Assembly,"AB 359 Ramos Assembly Third Reading",79,0,0,0,79
1949677,1597141,2025-07-01,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1949677,1598857,2025-07-17,Senate,"Consent Calendar 2nd AB359 Ramos",35,0,0,5,40
1949677,1600068,2025-08-25,Assembly,"AB 359 Ramos Concurrence in Senate Amendments",76,0,0,3,79
1949678,1540990,2025-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",17,0,0,1,18
1949679,1516586,2025-03-12,Assembly,"Do pass as amended",7,0,0,2,9
1949679,1577666,2025-05-23,Assembly,"Do pass",12,1,0,2,15
1949679,1583427,2025-06-02,Assembly,"AB 361 Schultz Assembly Third Reading",70,3,0,6,79
1949679,1595176,2025-06-25,Senate,"Do pass",5,2,0,0,7
1949679,1601001,2025-09-03,Senate,"Assembly 3rd Reading AB361 Schultz By Pérez",31,8,0,1,40
1949680,1540852,2025-04-08,Assembly,"Do pass and be re-referred to the Committee on [Environmental Safety and Toxic Materials]",9,0,0,4,13
1949680,1561106,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,0,0,2,7
1949681,1565228,2025-05-05,Assembly,"Be adopted. To Consent Calendar",9,0,0,2,11
1949681,1568617,2025-05-08,Assembly,"ACR 23 Quirk-Silva Consent Calendar Second Day Regular Session",69,0,0,10,79
1949681,1593171,2025-06-19,Senate,"Special Consent ACR23 Quirk-Silva et al",35,0,0,5,40
1949682,1573610,2025-05-19,Assembly,"Be adopted. To Consent Calendar",6,0,0,5,11
1949682,1577201,2025-05-23,Assembly,"ACR 24 Alanis Consent Calendar Second Day Regular Session",71,0,0,8,79
1949682,1593179,2025-06-19,Senate,"Special Consent ACR24 Alanis et al",35,0,0,5,40
1949683,1536847,2025-04-02,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",5,2,0,0,7
1949683,1567898,2025-05-06,Senate,"Do pass",10,1,0,2,13
1949685,1528272,2025-03-26,Senate,"Do pass and be ordered to the Consent Calendar",7,0,0,0,7
1949685,1533469,2025-04-01,Senate,"Consent Calendar 2nd SB241 Cervantes",39,0,0,1,40
1949685,1594687,2025-06-24,Assembly,"Do pass as amended",9,0,0,1,10
1949685,1601344,2025-09-08,Assembly,"SB 241 Cervantes Senate Third Reading By Fong",78,1,0,1,80
1949685,1601755,2025-09-10,Senate,"Unfinished Business SB241 Cervantes Concurrence",40,0,0,0,40
1949686,1564185,2025-04-30,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",9,2,0,0,11
1949686,1573594,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1949687,1542766,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Health]",12,0,0,1,13
1949687,1564172,2025-04-30,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",8,0,0,3,11
1949687,1569907,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
